20,5
28,6
27,6
23,12
26,5
31,8
22,16
35,2
24,10
30,3
21,16
34,1
41,1
32,4
36,1
25,2
29,2
8,7
4,21
3,28
7,8
2,82
5,17
9,3
6,13
12,1
10,2
1,190
11,1
